Country Name,Indicator Code,year,value
Caucasian and Central Asia,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Caucasian and Central Asia,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Caucasian and Central Asia,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Caucasian and Central Asia,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Caucasian and Central Asia,3.1_RE.CONSUMPTION,1990,
Caucasian and Central Asia,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Caucasian and Central Asia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Caucasian and Central Asia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Caucasus and Central Asia,2.1_ACCESS.CFT.TOT,1990,
Caucasus and Central Asia,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Caucasus and Central Asia,1.1_ACCESS.ELECTRICITY.TOT,1990,
Caucasus and Central Asia,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Caucasus and Central Asia,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Caucasus and Central Asia,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Caucasus and Central Asia,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Caucasus and Central Asia,3.1_RE.CONSUMPTION,1990,
Caucasus and Central Asia,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Caucasus and Central Asia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Caucasus and Central Asia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Eastern Asia (including Japan),2.1_ACCESS.CFT.TOT,1990,
Eastern Asia (including Japan),1.2_ACCESS.ELECTRICITY.RURAL,1990,
Eastern Asia (including Japan),1.1_ACCESS.ELECTRICITY.TOT,1990,
Eastern Asia (including Japan),1.3_ACCESS.ELECTRICITY.URBAN,1990,
Eastern Asia (including Japan),6.1_PRIMARY.ENERGY.INTENSITY,1990,
Eastern Asia (including Japan),4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Eastern Asia (including Japan),4.1_SHARE.RE.IN.ELECTRICITY,1990,
Eastern Asia (including Japan),3.1_RE.CONSUMPTION,1990,
Eastern Asia (including Japan),2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Eastern Asia (including Japan),4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Eastern Asia (including Japan),1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Eastern Asia (not including Japan),2.1_ACCESS.CFT.TOT,1990,
Eastern Asia (not including Japan),1.2_ACCESS.ELECTRICITY.RURAL,1990,
Eastern Asia (not including Japan),1.1_ACCESS.ELECTRICITY.TOT,1990,
Eastern Asia (not including Japan),1.3_ACCESS.ELECTRICITY.URBAN,1990,
Eastern Asia (not including Japan),6.1_PRIMARY.ENERGY.INTENSITY,1990,
Eastern Asia (not including Japan),4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Eastern Asia (not including Japan),4.1_SHARE.RE.IN.ELECTRICITY,1990,
Eastern Asia (not including Japan),3.1_RE.CONSUMPTION,1990,
Eastern Asia (not including Japan),2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Eastern Asia (not including Japan),4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Eastern Asia (not including Japan),1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Eastern Europe,2.1_ACCESS.CFT.TOT,1990,
Eastern Europe,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Eastern Europe,1.1_ACCESS.ELECTRICITY.TOT,1990,
Eastern Europe,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Eastern Europe,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Eastern Europe,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Eastern Europe,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Eastern Europe,3.1_RE.CONSUMPTION,1990,
Eastern Europe,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Eastern Europe,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Eastern Europe,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Europe,2.1_ACCESS.CFT.TOT,1990,
Europe,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Europe,1.1_ACCESS.ELECTRICITY.TOT,1990,
Europe,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Europe,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Europe,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Europe,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Europe,3.1_RE.CONSUMPTION,1990,
Europe,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Europe,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Europe,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
High income,2.1_ACCESS.CFT.TOT,1990,
High income,1.2_ACCESS.ELECTRICITY.RURAL,1990,
High income,1.1_ACCESS.ELECTRICITY.TOT,1990,
High income,1.3_ACCESS.ELECTRICITY.URBAN,1990,
High income,6.1_PRIMARY.ENERGY.INTENSITY,1990,
High income,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
High income,4.1_SHARE.RE.IN.ELECTRICITY,1990,
High income,3.1_RE.CONSUMPTION,1990,
High income,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
High income,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
High income,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
High income: nonOECD,2.1_ACCESS.CFT.TOT,1990,
High income: nonOECD,1.2_ACCESS.ELECTRICITY.RURAL,1990,
High income: nonOECD,1.1_ACCESS.ELECTRICITY.TOT,1990,
High income: nonOECD,1.3_ACCESS.ELECTRICITY.URBAN,1990,
High income: nonOECD,6.1_PRIMARY.ENERGY.INTENSITY,1990,
High income: nonOECD,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
High income: nonOECD,4.1_SHARE.RE.IN.ELECTRICITY,1990,
High income: nonOECD,3.1_RE.CONSUMPTION,1990,
High income: nonOECD,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
High income: nonOECD,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
High income: nonOECD,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
High income: OECD,2.1_ACCESS.CFT.TOT,1990,
High income: OECD,1.2_ACCESS.ELECTRICITY.RURAL,1990,
High income: OECD,1.1_ACCESS.ELECTRICITY.TOT,1990,
High income: OECD,1.3_ACCESS.ELECTRICITY.URBAN,1990,
High income: OECD,6.1_PRIMARY.ENERGY.INTENSITY,1990,
High income: OECD,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
High income: OECD,4.1_SHARE.RE.IN.ELECTRICITY,1990,
High income: OECD,3.1_RE.CONSUMPTION,1990,
High income: OECD,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
High income: OECD,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
High income: OECD,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Latin America and Caribbean,2.1_ACCESS.CFT.TOT,1990,
Latin America and Caribbean,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Latin America and Caribbean,1.1_ACCESS.ELECTRICITY.TOT,1990,
Latin America and Caribbean,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Latin America and Caribbean,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Latin America and Caribbean,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Latin America and Caribbean,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Latin America and Caribbean,3.1_RE.CONSUMPTION,1990,
Latin America and Caribbean,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Latin America and Caribbean,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Latin America and Caribbean,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Low & middle income,2.1_ACCESS.CFT.TOT,1990,
Low & middle income,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Low & middle income,1.1_ACCESS.ELECTRICITY.TOT,1990,
Low & middle income,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Low & middle income,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Low & middle income,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Low & middle income,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Low & middle income,3.1_RE.CONSUMPTION,1990,
Low & middle income,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Low & middle income,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Low & middle income,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Low income,2.1_ACCESS.CFT.TOT,1990,
Low income,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Low income,1.1_ACCESS.ELECTRICITY.TOT,1990,
Low income,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Low income,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Low income,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Low income,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Low income,3.1_RE.CONSUMPTION,1990,
Low income,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Low income,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Low income,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Lower middle income,2.1_ACCESS.CFT.TOT,1990,
Lower middle income,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Lower middle income,1.1_ACCESS.ELECTRICITY.TOT,1990,
Lower middle income,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Lower middle income,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Lower middle income,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Lower middle income,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Lower middle income,3.1_RE.CONSUMPTION,1990,
Lower middle income,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Lower middle income,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Lower middle income,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Middle income,2.1_ACCESS.CFT.TOT,1990,
Middle income,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Middle income,1.1_ACCESS.ELECTRICITY.TOT,1990,
Middle income,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Middle income,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Middle income,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Middle income,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Middle income,3.1_RE.CONSUMPTION,1990,
Middle income,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Middle income,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Middle income,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Northern America,2.1_ACCESS.CFT.TOT,1990,
Northern America,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Northern America,1.1_ACCESS.ELECTRICITY.TOT,1990,
Northern America,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Northern America,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Northern America,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Northern America,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Northern America,3.1_RE.CONSUMPTION,1990,
Northern America,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Northern America,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Northern America,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Not classified,2.1_ACCESS.CFT.TOT,1990,
Not classified,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Not classified,1.1_ACCESS.ELECTRICITY.TOT,1990,
Not classified,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Not classified,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Not classified,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Not classified,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Not classified,3.1_RE.CONSUMPTION,1990,
Not classified,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Not classified,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Not classified,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Nothern America,2.1_ACCESS.CFT.TOT,1990,
Nothern America,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Nothern America,1.1_ACCESS.ELECTRICITY.TOT,1990,
Nothern America,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Nothern America,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Nothern America,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Nothern America,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Nothern America,3.1_RE.CONSUMPTION,1990,
Nothern America,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Nothern America,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Nothern America,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Oceania,2.1_ACCESS.CFT.TOT,1990,
Oceania,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Oceania,1.1_ACCESS.ELECTRICITY.TOT,1990,
Oceania,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Oceania,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Oceania,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Oceania,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Oceania,3.1_RE.CONSUMPTION,1990,
Oceania,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Oceania,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Oceania,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Oceania (not including Australia and New Zealand),2.1_ACCESS.CFT.TOT,1990,
Oceania (not including Australia and New Zealand),1.2_ACCESS.ELECTRICITY.RURAL,1990,
Oceania (not including Australia and New Zealand),1.1_ACCESS.ELECTRICITY.TOT,1990,
Oceania (not including Australia and New Zealand),1.3_ACCESS.ELECTRICITY.URBAN,1990,
Oceania (not including Australia and New Zealand),6.1_PRIMARY.ENERGY.INTENSITY,1990,
Oceania (not including Australia and New Zealand),4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Oceania (not including Australia and New Zealand),4.1_SHARE.RE.IN.ELECTRICITY,1990,
Oceania (not including Australia and New Zealand),3.1_RE.CONSUMPTION,1990,
Oceania (not including Australia and New Zealand),2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Oceania (not including Australia and New Zealand),4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Oceania (not including Australia and New Zealand),1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
South Eastern Asia,2.1_ACCESS.CFT.TOT,1990,
South Eastern Asia,1.2_ACCESS.ELECTRICITY.RURAL,1990,
South Eastern Asia,1.1_ACCESS.ELECTRICITY.TOT,1990,
South Eastern Asia,1.3_ACCESS.ELECTRICITY.URBAN,1990,
South Eastern Asia,6.1_PRIMARY.ENERGY.INTENSITY,1990,
South Eastern Asia,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
South Eastern Asia,4.1_SHARE.RE.IN.ELECTRICITY,1990,
South Eastern Asia,3.1_RE.CONSUMPTION,1990,
South Eastern Asia,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
South Eastern Asia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
South Eastern Asia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Southern Asia,2.1_ACCESS.CFT.TOT,1990,
Southern Asia,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Southern Asia,1.1_ACCESS.ELECTRICITY.TOT,1990,
Southern Asia,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Southern Asia,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Southern Asia,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Southern Asia,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Southern Asia,3.1_RE.CONSUMPTION,1990,
Southern Asia,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Southern Asia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Southern Asia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Sub-Saharan Africa,2.1_ACCESS.CFT.TOT,1990,
Sub-Saharan Africa,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Sub-Saharan Africa,1.1_ACCESS.ELECTRICITY.TOT,1990,
Sub-Saharan Africa,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Sub-Saharan Africa,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Sub-Saharan Africa,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Sub-Saharan Africa,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Sub-Saharan Africa,3.1_RE.CONSUMPTION,1990,
Sub-Saharan Africa,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Sub-Saharan Africa,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Sub-Saharan Africa,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Upper middle income,2.1_ACCESS.CFT.TOT,1990,
Upper middle income,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Upper middle income,1.1_ACCESS.ELECTRICITY.TOT,1990,
Upper middle income,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Upper middle income,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Upper middle income,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Upper middle income,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Upper middle income,3.1_RE.CONSUMPTION,1990,
Upper middle income,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Upper middle income,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Upper middle income,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Western Asia,2.1_ACCESS.CFT.TOT,1990,
Western Asia,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Western Asia,1.1_ACCESS.ELECTRICITY.TOT,1990,
Western Asia,1.3_ACCESS.ELECTRICITY.URBAN,1990,
Western Asia,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Western Asia,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
Western Asia,4.1_SHARE.RE.IN.ELECTRICITY,1990,
Western Asia,3.1_RE.CONSUMPTION,1990,
Western Asia,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
Western Asia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
Western Asia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
World,2.1_ACCESS.CFT.TOT,1990,
World,1.2_ACCESS.ELECTRICITY.RURAL,1990,
World,1.1_ACCESS.ELECTRICITY.TOT,1990,
World,1.3_ACCESS.ELECTRICITY.URBAN,1990,
World,6.1_PRIMARY.ENERGY.INTENSITY,1990,
World,4.1.2_REN.ELECTRICITY.OUTPUT,1990,
World,4.1_SHARE.RE.IN.ELECTRICITY,1990,
World,3.1_RE.CONSUMPTION,1990,
World,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,
World,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,
World,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,
Afghanistan,2.1_ACCESS.CFT.TOT,1990,
Afghanistan,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Afghanistan,1.1_ACCESS.ELECTRICITY.TOT,1990,0.01
Afghanistan,1.3_ACCESS.ELECTRICITY.URBAN,1990,52.03697586
Afghanistan,6.1_PRIMARY.ENERGY.INTENSITY,1990,1.884112773
Afghanistan,4.1.2_REN.ELECTRICITY.OUTPUT,1990,764
Afghanistan,4.1_SHARE.RE.IN.ELECTRICITY,1990,67.73049645
Afghanistan,3.1_RE.CONSUMPTION,1990,6312.392
Afghanistan,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,15.92453168
Afghanistan,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,1128
Afghanistan,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,39639.42002
Albania,2.1_ACCESS.CFT.TOT,1990,
Albania,1.2_ACCESS.ELECTRICITY.RURAL,1990,100
Albania,1.1_ACCESS.ELECTRICITY.TOT,1990,100
Albania,1.3_ACCESS.ELECTRICITY.URBAN,1990,100
Albania,6.1_PRIMARY.ENERGY.INTENSITY,1990,7.912243196
Albania,4.1.2_REN.ELECTRICITY.OUTPUT,1990,2848
Albania,4.1_SHARE.RE.IN.ELECTRICITY,1990,86.40776699
Albania,3.1_RE.CONSUMPTION,1990,20429.18
Albania,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,25.51808763
Albania,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,3296
Albania,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,80057.64499
Algeria,2.1_ACCESS.CFT.TOT,1990,
Algeria,1.2_ACCESS.ELECTRICITY.RURAL,1990,96.39231475
Algeria,1.1_ACCESS.ELECTRICITY.TOT,1990,98.27137756
Algeria,1.3_ACCESS.ELECTRICITY.URBAN,1990,100
Algeria,6.1_PRIMARY.ENERGY.INTENSITY,1990,3.500934776
Algeria,4.1.2_REN.ELECTRICITY.OUTPUT,1990,135
Algeria,4.1_SHARE.RE.IN.ELECTRICITY,1990,0.838301043
Algeria,3.1_RE.CONSUMPTION,1990,811.7773
Algeria,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,0.177228303
Algeria,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,16104
Algeria,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,458040.4417
American Samoa,2.1_ACCESS.CFT.TOT,1990,
American Samoa,1.2_ACCESS.ELECTRICITY.RURAL,1990,
American Samoa,1.1_ACCESS.ELECTRICITY.TOT,1990,
American Samoa,1.3_ACCESS.ELECTRICITY.URBAN,1990,
American Samoa,6.1_PRIMARY.ENERGY.INTENSITY,1990,
American Samoa,4.1.2_REN.ELECTRICITY.OUTPUT,1990,0
American Samoa,4.1_SHARE.RE.IN.ELECTRICITY,1990,0
American Samoa,3.1_RE.CONSUMPTION,1990,0
American Samoa,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,0
American Samoa,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,100
American Samoa,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,306
Andorra,2.1_ACCESS.CFT.TOT,1990,
Andorra,1.2_ACCESS.ELECTRICITY.RURAL,1990,100
Andorra,1.1_ACCESS.ELECTRICITY.TOT,1990,100
Andorra,1.3_ACCESS.ELECTRICITY.URBAN,1990,100
Andorra,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Andorra,4.1.2_REN.ELECTRICITY.OUTPUT,1990,120
Andorra,4.1_SHARE.RE.IN.ELECTRICITY,1990,100
Andorra,3.1_RE.CONSUMPTION,1990,952.145
Andorra,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,14.27355021
Andorra,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,120
Andorra,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,6670.695
Angola,2.1_ACCESS.CFT.TOT,1990,
Angola,1.2_ACCESS.ELECTRICITY.RURAL,1990,7.518615066
Angola,1.1_ACCESS.ELECTRICITY.TOT,1990,11.39780807
Angola,1.3_ACCESS.ELECTRICITY.URBAN,1990,22.68237495
Angola,6.1_PRIMARY.ENERGY.INTENSITY,1990,4.605299718
Angola,4.1.2_REN.ELECTRICITY.OUTPUT,1990,725
Angola,4.1_SHARE.RE.IN.ELECTRICITY,1990,86.20689655
Angola,3.1_RE.CONSUMPTION,1990,135443.7
Angola,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,72.25525192
Angola,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,841
Angola,1.1_TOTAL.FINAL.ENERGY.CONSUM,1990,187451.7027
Anguilla,2.1_ACCESS.CFT.TOT,1990,
Anguilla,1.2_ACCESS.ELECTRICITY.RURAL,1990,
Anguilla,1.1_ACCESS.ELECTRICITY.TOT,1990,89.1986618
Anguilla,1.3_ACCESS.ELECTRICITY.URBAN,1990,89.1986618
Anguilla,6.1_PRIMARY.ENERGY.INTENSITY,1990,
Anguilla,4.1.2_REN.ELECTRICITY.OUTPUT,1990,0
Anguilla,4.1_SHARE.RE.IN.ELECTRICITY,1990,0
Anguilla,3.1_RE.CONSUMPTION,1990,1.827
Anguilla,2.1_SHARE.TOTAL.RE.IN.TFEC,1990,0.296881525
Anguilla,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1990,16.7
